"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2007",6.959,
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2008",7.071,
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2009",6.814,
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2010",6.945,
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2011",6.355,
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2012",6.49,
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2013",6.549,
"CHE","AIREMISSION","GHG","TONNE_CAP","A","2014",6.019,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1990",3.769,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1991",3.82,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1992",3.875,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1993",3.982,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1994",3.819,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1995",4,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1996",4.23,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1997",4.383,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1998",4.351,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","1999",4.283,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2000",4.618,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2001",4.278,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2002",4.35,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2003",4.547,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2004",4.688,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2005",5.045,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2006",5.359,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2007",5.75,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2008",5.533,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2009",5.31,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2010",5.404,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2011",5.603,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2012",5.952,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2013",5.77,
"TUR","AIREMISSION","GHG","TONNE_CAP","A","2014",6.08,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1990",13.974,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1991",14.089,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1992",13.699,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1993",13.324,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1994",13.101,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1995",12.963,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1996",13.306,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1997",12.848,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1998",12.769,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","1999",12.201,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2000",12.18,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2001",12.192,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2002",11.964,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2003",12.029,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2004",11.899,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2005",11.675,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2006",11.5,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2007",11.205,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2008",10.785,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2009",9.756,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2010",9.915,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2011",9.06,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2012",9.269,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2013",9.01,
"GBR","AIREMISSION","GHG","TONNE_CAP","A","2014",8.283,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1990",25.627,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1991",25.025,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1992",25.14,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1993",25.263,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1994",25.274,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1995",25.344,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1996",25.798,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1997",25.674,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1998",25.618,
"USA","AIREMISSION","GHG","TONNE_CAP","A","1999",25.41,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2000",25.726,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2001",25.059,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2002",24.982,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2003",24.904,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2004",25.17,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2005",24.969,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2006",24.52,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2007",24.64,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2008",23.731,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2009",22.089,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2010",22.581,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2011",22.024,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2012",21.149,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2013",21.485,
"USA","AIREMISSION","GHG","TONNE_CAP","A","2014",21.547,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1990",3.786,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1991",3.592,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1992",3.662,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1993",3.784,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1994",3.947,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1995",4.119,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1996",4.485,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1997",4.926,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1998",4.92,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","1999",5.065,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2000",4.838,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2001",4.64,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2002",4.653,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2003",4.667,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2004",4.987,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2005",5.041,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2006",5.068,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2007",5.593,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2008",5.606,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2009",5.371,
"CHL","AIREMISSION","GHG","TONNE_CAP","A","2010",5.357,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1990",25.469,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1991",23.566,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1992",17.531,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1993",14.056,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1994",14.847,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1995",13.876,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1996",14.575,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1997",14.478,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1998",13.495,
"EST","AIREMISSION","GHG","TONNE_CAP","A","1999",12.573,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2000",12.37,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2001",12.721,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2002",12.38,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2003",13.795,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2004",14.051,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2005",13.542,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2006",13.14,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2007",15.508,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2008",14.456,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2009",12.09,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2010",14.894,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2011",15.345,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2012",14.612,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2013",16.42,
"EST","AIREMISSION","GHG","TONNE_CAP","A","2014",16.005,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","1996",10.076,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2000",10.645,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2003",10.641,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2004",10.522,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2005",10.4,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2006",10.414,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2007",10.565,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2008",10.56,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2009",9.818,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2010",10.083,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2011",10.064,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2012",10.646,
"ISR","AIREMISSION","GHG","TONNE_CAP","A","2013",9.72,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1990",9.317,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1991",8.648,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1992",8.723,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1993",8.844,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1994",9.053,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1995",9.439,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1996",9.763,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1997",9.963,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1998",9.846,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","1999",9.515,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2000",9.61,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2001",10.045,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2002",10.102,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2003",9.955,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2004",10.114,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2005",10.256,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2006",10.304,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2007",10.316,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2008",10.641,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2009",9.595,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2010",9.574,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2011",9.562,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2012",9.257,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2013",8.894,
"SVN","AIREMISSION","GHG","TONNE_CAP","A","2014",8.043,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1990",14.175,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1991",14.001,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1992",13.926,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1993",13.89,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1994",13.981,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1995",14.078,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1996",14.358,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1997",14.309,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1998",14.193,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","1999",14.114,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2000",14.286,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2001",14.093,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2002",14.069,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2003",14.125,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2004",14.213,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2005",14.127,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2006",13.995,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2007",14.047,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2008",13.632,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2009",12.795,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2010",13.085,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2011",12.87,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2012",12.661,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2013",12.611,
"OECD","AIREMISSION","GHG","TONNE_CAP","A","2014",12.432,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1990",26.628,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1991",25.003,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1992",21.386,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1993",20.055,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1994",18.039,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1995",17.467,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1996",16.999,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1997",16.335,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1998",16.186,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","1999",16.451,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2000",16.595,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2001",17.07,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2002",17.226,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2003",17.892,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2004",18.325,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2005",18.62,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2006",19.218,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2007",19.306,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2008",19.556,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2009",18.443,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2010",19.409,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2011",19.87,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2012",20.047,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2013",19.617,
"RUS","AIREMISSION","GHG","TONNE_CAP","A","2014",19.559,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1990",11.111,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1991",11.012,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1992",10.689,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1993",10.487,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1994",10.402,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1995",10.474,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1996",10.676,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1997",10.496,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1998",10.42,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","1999",10.216,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2000",10.229,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2001",10.229,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2002",10.121,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2003",10.237,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2004",10.197,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2005",10.113,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2006",10.076,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2007",9.952,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2008",9.683,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2009",9.002,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2010",9.184,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2011",8.88,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2012",8.808,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2013",8.634,
"OECDE","AIREMISSION","GHG","TONNE_CAP","A","2014",8.305,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1990",3.909,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1991",3.972,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1992",3.97,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1993",3.99,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1994",4.047,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1995",4.155,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1996",4.12,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1997",4.212,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1998",4.27,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","1999",4.321,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2000",4.418,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2001",4.464,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2002",4.488,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2003",4.541,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2004",4.674,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2005",4.711,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2006",4.751,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2007",4.699,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2008",4.8,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2009",4.651,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2010",4.938,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2011",5.087,
"BRA","AIREMISSION","GHG","TONNE_CAP","A","2012",5.23,
"CHN","AIREMISSION","GHG","TONNE_CAP","A","1994",3.31,
"CHN","AIREMISSION","GHG","TONNE_CAP","A","2005",5.664,
"COL","AIREMISSION","GHG","TONNE_CAP","A","1990",3.479,
"COL","AIREMISSION","GHG","TONNE_CAP","A","1994",3.73,
"COL","AIREMISSION","GHG","TONNE_CAP","A","2000",3.655,
"COL","AIREMISSION","GHG","TONNE_CAP","A","2004",3.632,
"IND","AIREMISSION","GHG","TONNE_CAP","A","1994",1.294,
"IND","AIREMISSION","GHG","TONNE_CAP","A","2000",1.462,
"IDN","AIREMISSION","GHG","TONNE_CAP","A","1990",1.494,
"IDN","AIREMISSION","GHG","TONNE_CAP","A","1991",1.61,
"IDN","AIREMISSION","GHG","TONNE_CAP","A","1992",1.659,
"IDN","AIREMISSION","GHG","TONNE_CAP","A","1993",1.695,
"IDN","AIREMISSION","GHG","TONNE_CAP","A","1994",1.749,
"IDN","AIREMISSION","GHG","TONNE_CAP","A","2000",2.653,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1990",9.844,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1991",9.134,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1992",7.453,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1993",6.271,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1994",5.627,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1995",5.142,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1996",5.22,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1997",5.044,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1998",4.882,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","1999",4.594,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2000",4.398,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2001",4.713,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2002",4.763,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2003",4.876,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2004",4.947,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2005",5.092,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2006",5.361,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2007",5.614,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2008",5.457,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2009",5.192,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2010",5.847,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2011",5.579,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2012",5.607,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2013",5.525,
"LVA","AIREMISSION","GHG","TONNE_CAP","A","2014",5.528,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1990",12.735,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1991",13.251,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1992",7.965,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1993",6.447,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1994",6.131,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1995",5.942,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1996",6.285,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1997",6.193,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1998",6.484,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","1999",5.78,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2000",5.342,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2001",5.658,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2002",5.797,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2003",5.91,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2004",6.159,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2005",6.517,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2006",6.662,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2007",7.336,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2008",7.127,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2009",5.861,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2010",6.174,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2011",6.372,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2012",6.38,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2013",6.012,
"LTU","AIREMISSION","GHG","TONNE_CAP","A","2014",6.009,
"ZAF","AIREMISSION","GHG","TONNE_CAP","A","1990",9.441,
"ZAF","AIREMISSION","GHG","TONNE_CAP","A","1994",9.364,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2005",2.561,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2010",2.753,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2012",2.849,
